,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
41,2222,Taurochenodeoxycholate,1064,Streptococcus salivarius,3,0.0015134909572676047,911,30381
42,2122,Isovalerate (3-Methylbutanoic acid),953,Roseburia inulinivorans,3,0.00019939683929437457,1029,23676
43,2068,D-Glucose (Glucose),454,Eubacterium eligens,3,0.00022193945750925703,1037,20198
44,2011,4-Aminobutyrate (GABA),1064,Streptococcus salivarius,3,0.001261883194966229,1056,16701
45,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",513,Haemophilus parainfluenzae,2,0.0001815172784569441,1058,9047
46,2240,"Valerate (Pentanoic acid, Pentanoate)",133,Bacteroides stercoris,3,0.010946240786815276,1071,31551
47,2217,Succinate,137,Bacteroides xylanisolvens,2,0.004239271141205814,1081,14058
48,2179,"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)",122,Bacteroides coprophilus,3,0.0004341568491385006,1157,27440
49,2148,"L-Proline (Proline, D-Proline)",455,Eubacterium hallii,3,0.006669822917937052,1161,25455
50,2008,"2-Oxobutyrate (Alpha-ketobutyrate, 2-Oxobutanoate)",125,Bacteroides finegoldii (Alistipes finegoldii),3,-0.0006562146529017765,1166,16427
51,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",968,Ruminococcus obeum,3,-0.0006884134901554706,1174,24400
52,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",870,Prevotella copri,2,0.0023029517831895108,1274,9055
53,2122,Isovalerate (3-Methylbutanoic acid),966,Ruminococcus gnavus,3,-2.911452249831914e-05,1322,23679
54,2106,Guanosine,125,Bacteroides finegoldii (Alistipes finegoldii),3,0.00015145526424686917,1379,22691
55,2185,Orotic acid (Orotate),134,Bacteroides thetaiotaomicron,3,0.006428548307662596,1383,27880
56,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",135,Bacteroides uniformis,2,0.00039016577009542974,1402,9017
57,2238,Urea,121,Bacteroides coprocola,3,0.0008799702322481728,1411,31399
58,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",455,Eubacterium hallii,2,0.0019405730887694927,1454,8463
59,2217,Succinate,309,Clostridium difficile,2,4.37258122810702e-05,1478,14068
60,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",135,Bacteroides uniformis,3,0.01422639062376807,1479,24353
61,2238,Urea,953,Roseburia inulinivorans,3,0.0018545055819489953,1510,31452
62,2122,Isovalerate (3-Methylbutanoic acid),133,Bacteroides stercoris,2,0.00041409573304584946,1512,7719
63,2137,L-Homoserine,425,Eggerthella lenta,3,0.000979416665830013,1521,24661
64,2233,Trimethylamine,159,Bilophila wadsworthia,3,-7.986755767319664e-05,1532,31057
65,2222,Taurochenodeoxycholate,54,Alistipes putredinis,2,0.0001697567419081114,1561,14402
66,2085,Dimethylamine,123,Bacteroides dorei,2,0.003190743584436384,1649,5481
67,2233,Trimethylamine,968,Ruminococcus obeum,2,0.004351694962605901,1652,15184
68,2240,"Valerate (Pentanoic acid, Pentanoate)",796,Odoribacter splanchnicus,3,0.008876437700249151,1751,31586
69,2238,Urea,455,Eubacterium hallii,2,0.0017072693265440808,1771,15519
70,2125,"L-Alanine (D-Alanine, Alanine)",137,Bacteroides xylanisolvens,3,0.0008891740682451799,1788,23778
71,2114,Indole,338,Coprococcus comes,2,0.0025498384847190136,1810,7161
72,2185,Orotic acid (Orotate),54,Alistipes putredinis,3,0.0013109574557559345,1824,27866
73,2136,L-Histidine (Histidine),339,Coprococcus eutactus,3,0.0014485900667889906,1825,24586
74,2149,"L-Rhamnose (Rhamnose, D-Rhamnose)",425,Eggerthella lenta,2,-6.302091404064569e-05,1852,9613
75,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",124,Bacteroides eggerthii,2,0.0008124657775115951,1869,8434
76,2011,4-Aminobutyrate (GABA),329,Collinsella aerofaciens (Eubacterium aerofaciens),3,0.00017014888875455103,1895,16664
77,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",149,Bifidobacterium adolescentis,3,0.0001381639477372465,1974,24355
78,2212,Spermidine,513,Haemophilus parainfluenzae,2,0.0003008049018009551,2012,13799
79,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",1064,Streptococcus salivarius,3,-6.168077083101853e-05,2061,24405
80,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",964,Ruminococcus bromii,3,0.00048047384628557843,2067,24397
81,2122,Isovalerate (3-Methylbutanoic acid),339,Coprococcus eutactus,2,-0.00023890712375584933,2089,7738
82,2108,H2O2,1099,Sutterella wadsworthensis,2,-0.0002845714482340167,2133,6983
83,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",326,Clostridium symbiosum,2,-2.1412489794148115e-05,2168,9031
84,2134,"L-Glutamine (D-Glutamine, Glutamine)",454,Eubacterium eligens,3,5.394663701574487e-05,2221,24446
