Microbe_name	Chia_name	Chia_id	Match	CSM5MCVN	CSM5MCWE	CSM5MCX3	CSM5MCXL	CSM5MCY8	CSM5MCZ3	CSM5MCZF	CSM67UA2	CSM67UAA	CSM67UAQ	CSM67UB1	CSM67UBB	CSM67UBH	CSM67UBN	CSM67UBZ	CSM67UCK	CSM67UDN	CSM67UEA	CSM67UEI	CSM67UEW	CSM67UF5	CSM67UFZ	CSM67UGO	CSM67UH7	CSM79HGP	CSM79HGZ	CSM79HH8	CSM79HHO	CSM79HI7	CSM79HIB	CSM79HIJ	CSM79HIT	CSM79HJM	CSM79HJS	CSM79HKB	CSM79HKZ	CSM79HLA	CSM79HLM	CSM79HMN	CSM79HN6	CSM79HOJ	CSM79HP4	CSM79HPA	CSM79HPS	CSM79HR6	CSM79HRG	CSM7KOJO	CSM7KOKB	CSM7KOKN	CSM7KOKZ	CSM7KOLA	CSM7KOLE	CSM7KOLK	CSM7KOLY	CSM7KOMB	CSM7KOMT	CSM7KON2	CSM7KON8	CSM7KONA	CSM7KONK	CSM7KOO9	CSM7KOOF	CSM7KOOH	CSM7KOOV	CSM7KOP8	CSM7KOPE	CSM7KOPI	CSM7KOPS	CSM7KOQ1	CSM7KORK	CSM7KORU	CSM7KOSP	CSM7KOSV	CSM7KOTK	CSM7KOTU	CSM7KOU9	CSM7KOUL	CSM9X1Y5	CSM9X1YV	CSM9X1ZC	CSM9X211	CSM9X213	CSM9X21J	CSM9X22G	CSM9X22U	CSM9X237	CSM9X23B	CSMA9J65	CSMAG78W	CSMAIG7X	ESM5MEBE	ESM5MEBG	ESM5MEBU	ESM5MEC5	ESM5MECL	ESM5MEDD	ESM5MEDN	ESM718SY	ESM718TF	ESM718TM	ESM718UH	ESM718V8	ESM7F5AK	ESM9IEP1	HSM5MD3Y	HSM5MD41	HSM5MD43	HSM5MD4O	HSM5MD5D	HSM5MD5P	HSM5MD62	HSM5MD6A	HSM5MD6K	HSM5MD73	HSM5MD79	HSM5MD7J	HSM67VCZ	HSM67VD6	HSM67VEE	HSM67VES	HSM67VF3	HSM67VFR	HSM67VFZ	HSM67VGA	HSM67VGG	HSM67VH1	HSM67VHF	HSM67VI5	HSM6XRQ8	HSM6XRQB	HSM6XRQM	HSM6XRQW	HSM6XRRD	HSM6XRRJ	HSM6XRRV	HSM6XRS8	HSM6XRSG	HSM6XRSN	HSM6XRTM	HSM6XRTQ	HSM6XRV2	HSM6XRVC	HSM6XRVK	HSM6XRVO	HSM6XRVW	HSM7CYXA	HSM7CYY3	HSM7CYYB	HSM7CYYF	HSM7CYZ7	HSM7CYZJ	HSM7CYZT	HSM7CZ14	HSM7CZ32	HSM7CZ38	HSM7CZ3G	HSM7J4G1	HSM7J4GR	HSM7J4HC	HSM7J4HO	HSM7J4HS	HSM7J4I3	HSM7J4I7	HSM7J4IC	HSM7J4IS	HSM7J4IU	HSM7J4J7	HSM7J4JF	HSM7J4JZ	HSM7J4K8	HSM7J4KC	HSM7J4KK	HSM7J4KQ	HSM7J4L9	HSM7J4LD	HSM7J4LN	HSM7J4LP	HSM7J4M4	HSM7J4ME	HSM7J4MK	HSM7J4MS	HSM7J4MY	HSM7J4N4	HSM7J4NA	HSM7J4NE	HSM7J4NU	HSM7J4O1	HSM7J4O3	HSM7J4OE	HSM7J4OT	HSM7J4OZ	HSM7J4PE	HSM7J4PW	HSM7J4QB	HSM7J4QJ	HSM7J4QT	HSM7J4R2	HSMA33J5	HSMA33J9	HSMA33JB	HSMA33JP	HSMA33KM	HSMA33L1	HSMA33M8	HSMA33MI	HSMA33MZ	HSMA33NQ	HSMA33NW	HSMA33NY	HSMA33O1	HSMA33OJ	HSMA33OR	HSMA33OZ	HSMA33PZ	HSMA33Q6	HSMA33QO	HSMA33R7	HSMA33R9	HSMA33RX	HSMA33SG	HSMA33SK	MSM5LLDA	MSM5LLDI	MSM5LLDS	MSM5LLF4	MSM6J2HF	MSM6J2HT	MSM6J2IG	MSM6J2IQ	MSM6J2J1	MSM6J2J5	MSM6J2JR	MSM6J2K6	MSM6J2KE	MSM6J2LB	MSM6J2LL	MSM6J2LT	MSM6J2M3	MSM6J2MB	MSM6J2MH	MSM6J2OH	MSM6J2OP	MSM6J2PM	MSM6J2PO	MSM6J2PU	MSM6J2Q1	MSM6J2Q3	MSM6J2QP	MSM6J2R2	MSM6J2R8	MSM6J2RO	MSM6J2SE	MSM79H5G	MSM79H5Q	MSM79H63	MSM79H6F	MSM79H6Y	MSM79H7G	MSM79H7M	MSM79H7Q	MSM79H7Y	MSM79H85	MSM79H8D	MSM79H9G	MSM79H9Q	MSM79HA3	MSM79HAH	MSM79HAJ	MSM79HAN	MSM79HB6	MSM79HC8	MSM79HCR	MSM79HDA	MSM79HDE	MSM79HDQ	MSM79HEY	MSM9VZEK	MSM9VZES	MSM9VZEW	MSM9VZF7	MSM9VZFR	MSM9VZGO	MSM9VZHB	MSM9VZHF	MSM9VZHR	MSM9VZHX	MSM9VZI6	MSM9VZIM	MSM9VZIQ	MSM9VZJ3	MSM9VZJZ	MSM9VZKE	MSM9VZL9	MSM9VZLJ	MSM9VZLP	MSM9VZLV	MSM9VZME	MSM9VZMM	MSM9VZMU	MSM9VZNL	MSM9VZNX	MSM9VZOI	MSM9VZOO	MSM9VZOU	MSM9VZP3	MSM9VZPL	MSMA267V	MSMA26AL	MSMA26AZ	MSMA26BB	MSMA26BR	MSMA26CX	MSMA26DG	MSMA26DO	MSMA26EJ	MSMA26ET	MSMAPC5D	MSMAPC6G	MSMAPC6K	MSMAPC7J	MSMAPC7T	MSMB4LXW	MSMB4LXY	MSMB4LYB	MSMB4LYH	MSMB4LZ4	MSMB4LZ8	MSMB4LZC	MSMB4LZK	MSMB4LZR	MSMB4LZX	PSM6XBQY	PSM6XBRK	PSM6XBSE	PSM6XBSI	PSM6XBSK	PSM6XBSS	PSM6XBT3	PSM6XBUG	PSM6XBUO	PSM6XBVM	PSM7J12F	PSM7J12J	PSM7J12R	PSM7J12V	PSM7J136	PSM7J13E	PSM7J141	PSM7J14L	PSM7J14T	PSM7J14X	PSM7J156	PSM7J158	PSM7J15M	PSM7J15U	PSM7J161	PSM7J16Y	PSM7J177	PSM7J17F	PSM7J17L	PSM7J17X	PSM7J193	PSM7J19B	PSM7J19J	PSM7J1A2	PSM7J1AU	PSM7J1BF	PSM7J1CC	PSM7J1CU	PSMA263W	PSMA264Q	PSMA265H	PSMA265N	PSMA265T	PSMA265X	PSMA266I	PSMA266Q	PSMA2675	PSMA267J	PSMA267P	PSMA269W	PSMA26A3	PSMB4MBK	PSMB4MC5
Bifidobacterium_pseudocatenulatum	Bifidobacterium pseudocatenulatum	158	T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009276	8.5e-06	0	0	0.0001024	0.0008434	0	1.95e-05	0	0	0.0002741	0	0.0010579	0	0	0.0005882	0.0007154	0	0.0047357	0	0	0	0	0	0	0	0	0	0	0.0003945	0	0.0004167	0.0002562	0	0	0.0021898	0	0	0	0	0	0	0	0	0	0	0	0	0.000619	0.0021839	0	0	0	0	0	1.36e-05	0	0	0.0003288	0	0.0006758	0	0	0	0	0	0.0003852	0.0008743	0	0	0	0	0	0.0004932	0	4.21e-05	0.0005899	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003884	0	0	0	0.0084085	0.0016041	0	0	0	0	0	0	0	6.17e-05	0	0	0	0	0	0	0.0001975	0.0002979	0	2.82e-05	0	0	0	0	0	0.00156	0.0011521	0	0	0	0	0	0.0019799	0.002988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84e-05	0	0	0.0010218	0	0.0029614	0	0	0	7.37e-05	0	0	0	0.0002617	0	0	0	0	0	0	0.0001183	5.55e-05	0	0	0	0	0	0	0	0	0.0018138	0.0008655	0	0	0	0.0004568	0	0	0	1.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08e-05	0	0.0015744	0	0	0	0	0.0001745	0.0009095	0	0.0013632	0	0.0037069	0	0	0.0055348	0	0	0	0	0	0	0.0009622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_pseudolongum	NA	0	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bilophila_unclassified	Bilophila wadsworthia	159	F	0	0	0.0004984	0.0041531	0.0057236	0	8.2e-05	0	4.84e-05	0	0.0011467	0.0048285	0	0	0	0.0001976	0.006265	0.0025124	0.0158583	0	0	0.0013756	0.0005606	0.0012122	0	0.0017948	0.0273276	0.0004388	0	0	0	0.0036809	0.0077871	0.0111645	2.7e-05	0.003307	0.0354845	0.0011963	0.0012924	0.0011868	0.0005763	0.0020794	0.003822	0	0.0027457	0	0	0	4.76e-05	0.0049235	0.0018012	0.0045631	0.0001191	0	0	0	0.000433	0.0002168	0.0044382	0.0049715	0	0	0.0009376	0.0110465	0.0002229	0.0004594	0	0	0	0.0081839	0	0	0.000418	0.002985	0	0.0019761	0	0	0	0	0	0	0	0.00069	0	0	0	0.013264	0	0.001437	0.0027813	0.0099557	0	0	0.002577	0.0038163	0.0039436	0	0.0007868	0.0003471	0.0021156	0.000335	0.0040061	0.0018739	0.0012776	0.0038791	0.0027987	0.001563	0.01186	0	0.0046809	0	0.0115865	0.0024874	0.0057622	0.0012785	0	0	0	0.0010441	0	0	0.0044429	0.0106033	0.0192304	0.0004794	0	0	0.0002981	0	0	0	0	0.0024265	0.0251683	0	0	0.0021432	0.0035954	0.0003092	0.0017307	0.0017026	0.0003412	0.0009882	0.0060388	0	0.0069117	0	0	0	0.0035602	0	0	0	0	0.0015575	0.0002672	0.0018877	0.0014861	0	0	0	0	0.0021067	0	0.0006759	0	0	0	0	0.000271	0.0017708	0	0.0044476	0	0	0	0.0014823	0.0019097	0.0024172	0.0008641	0.0017131	0.0142976	0.0087464	0.0019567	0.0077145	0	0	0.0009265	0	0.0014638	0.0019824	0	0	0	0.0143429	0.00832	2.17e-05	0.001118	0.000744	0.0008132	0	0	0.0019604	0	0	0	0.0070883	0.0034116	0.0070048	0.0040095	0.0001331	0.0011023	0	0	0.0001566	0.0019576	0.0011492	0	6.72e-05	0.0001987	0.0017484	0.0032344	0.0015318	0	0	0.0006819	0	0.001556	0.0007309	0	0	0.0001618	0.0004616	0.0011663	0	0.0002335	0.000321	0	0	0	0	0.0008637	8.37e-05	0.0026752	7.51e-05	0.0179026	0.0002559	0.0003414	0.000157	0.0002953	0	0.0024171	0.0004498	0.0022221	0	0	0	0	0.0005162	0.0011103	1.29e-05	0.0051247	0.0012399	0.0028129	2.91e-05	0.0013656	0	0.0069681	0	0.0024098	0.000233	0	0	0	0	0	0	0	0.0004145	0	0.0014547	0.0049769	0.0216693	0.0022782	0.0120912	0.0665966	0	0	0	0.0048499	0	0.0002018	0.0005283	0.0046107	0.0169412	0.0198739	0.0012579	0.0004678	0.0019486	0	0.0012654	0.0039119	0	0	0	0	0	0	0.0013458	0	7.03e-05	0.0015527	0.0014253	0	0.0010316	0	7.97e-05	0.0012426	0.0050075	0.0198427	0.0060038	0	0	0	0	0	0.0480632	0.0053921	0	0.0021327	0.00079	0.0021632	0	0.000406	0.001188	0.0018291	0	0.0002656	0.0001845	0	0	0.0014104	0.0015188	0.0012657	0.0009652	0.0008059	0	0	0.0073813	0.0021294	0.0013851	0.0009644	0	0	0	0.0073512	0	0	0.0001843	0	0	0.0020379	8.86e-05	0	0	0	0.0012682	0	0.0050206	0	0	0	0.010773	0.0036467	0.0011804	0.0002169	0.0003606	0	0	0.0039386	0.0006272	0	0.0003244
Bilophila_wadsworthia	Bilophila wadsworthia	159	T	0	0	0	0.0006705	0.0009898	0	0	0	0	0	4.92e-05	9.2e-06	0	0	0	0	0.0009245	0	0.0027009	0	0	4.91e-05	0	0	0	0	0.0041123	0	0	0	0	5.24e-05	0.0002875	0.0002685	0	0.0008378	0.0061737	0.0002455	0	0.0002607	0	0	0.0005147	0	8.97e-05	0	0	0	0	0.0010571	0	0.000288	4.71e-05	0	0	0	0	0	9.14e-05	0.0002031	0	0	0	0.0004127	0	0	0	0	0	0.0013011	0	0	0	0.0002942	0	0.0003937	0	0	0	0	0	0	0	9.27e-05	0	0	0	0.000713	0	0	0	0	0	0	0	0.0001264	0.0001256	0	0	0	3e-05	0	0.0001229	0	0	0.000195	7.76e-05	0.0002692	6.98e-05	0	0.0001498	0	1.77e-05	9.3e-05	0.0001435	0	0	0	0	8e-06	0	0	2.75e-05	0.0001863	0.0005164	0	0	0	0	0	0	0	0	0	0.0053694	0	0	0.000345	9.5e-05	0	0	0	0	0.0001112	0.0014379	0	0.000484	0	0	0	0.0003152	0	0	0	0	9.21e-05	0	0	5.65e-05	0	0	0	0	0.0002954	0	0	0	0	0	0	0	9.7e-05	0	0.0010376	0	0	0	0	0.0001371	0.0001512	3.76e-05	5.69e-05	0.0009528	0.0008337	0	0.0011105	0	0	0.000125	0	0	8.8e-06	0	0	0	0.0033353	1.67e-05	0.0029348	0.0098324	8.62e-05	6.12e-05	0	0	9.9e-05	0	0	0	0.000468	0.0154611	0	0.0003866	0	0.0001951	0	0	0.0002686	0	0	0	0.0060921	0.0015192	4.43e-05	0.0001148	0	0	0	0.000113	0	6.22e-05	0	0	0	0	0	0	0	2.32e-05	0	0	0	0	0	7.05e-05	0	0	0	0.0037329	3.94e-05	0	0	0	0	0.0002185	5.91e-05	0.0002181	0	0	0	0	0	0	0	0.001108	7.67e-05	5.82e-05	0	0.0001242	0	0.0001182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002592	0.0018672	3.92e-05	0.0006569	0.0047235	0	0	0.0145875	0.0009208	0	0	0	0	0.0001411	0.0007927	0.0001031	1.64e-05	0	0	0	0.0001587	0	0	0.0023911	0	0	0	0.0001247	0	0.0058422	2.67e-05	0.0001167	0	0	0	0.0104253	8.29e-05	0.000863	0.0008346	0.0006037	0.036177	0.0123026	0	0	0	0.0025044	0.0007987	0	8.72e-05	0	0.0001663	0	7.7e-06	4.2e-05	1.92e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0009844	0	0	2e-05	0	0	0	0.0014305	0	0	0	0	0	0.0002867	0	0	0	0	0	0	1.35e-05	0	0	0	0.0010675	0.0002269	9.72e-05	1.85e-05	0	0	0	0.0002404	0	0	0
Blautia_hansenii	Blautia hansenii (Ruminococcus hansenii)	161	T	0	0.0007078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63e-05	0.0002136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61e-05	0.000166	0	0	0	0	0	0	1.38e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37e-05	0	0	0	0	0	0	0	0	6.21e-05	0	0	0	0	0	0	0	0	0	0
Blautia_hydrogenotrophica	Blautia hydrogenotrophica (Ruminococcus hydrogenotrophicus)	162	T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003817	0	0	0	0	0	0	0	1.16e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001483	0	0	0	0	0	0	0	0	0	0	0.0001525	0	0	0	0	0	0	0	0	0	0	0.0001063	2.69e-05	0.0002834	0	0	0	0	0	0	0	8.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13e-05	0	0	0	0	0	0	0	0	0	0	0	0.0001027	0	0	0	0	0	0.0002063	0	0	0	0	0	0	0	0	1.02e-05	0	0	0	0	0	0.0002069	0.0002449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001513	0	0	0.0001352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001364	0	0	0	0	0	0	0	0	0	0	3.13e-05	0	0.0004238	0.0005996	0	0	0	0	0.0003142	0.0004361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5e-06	0	0.0002575	0	0	0	0	0	0	0	0	0	0	0	4.3e-06	0.0001611	0	0.0004465	6.12e-05	0	0	0	0.0004004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013656	0	0	0	0	0	0	0	0	0	0	0.0002305	0	0	0	0	0	0	0	0	0	0.0003513	0	7.35e-05	0.0001217	0	0	0	0	0	4.84e-05	0
Blautia_producta	Blautia hansenii (Ruminococcus hansenii)	161	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46e-05	0	0.0001464	0	0	0	0	0	0.0003962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006186	0	0	0.0022178	0.0017055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008643	0.0006997	0	0	0	0	2.23e-05	0	0	0	0	0	0	0	0	2.6e-05	4.7e-06	0	0	0	0	0	0	0	0	0	0	0	4.31e-05	0	0	0.0001707	0.000682	0	0	0	0	0	0	0	0	0	0.00537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001967	8.5e-06	0	0	0	0	0	0	0	0	0.0011455	0	0	0	0	0	0	0.0004652	0.0014509	0	0.0010787	0.0010907	0.0017629	0	0	0	9.5e-06	0.0004794	0	0.0001943	0.0002582	0.0006035	0	0	0	0	0	0	0	0	0	0
Bordetella_unclassified	NA	0	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium_unclassified	NA	0	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachyspira_pilosicoli	NA	0	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
